label,prediction,pca_x,pca_y
9,7,-2.2430754,-1.3195161
3,7,-2.7804263,-0.66662705
4,9,5.837315,1.2909181
2,3,-3.3752096,1.1286213
9,2,5.3689494,-4.9943204
0,1,0.49139813,1.9894589
9,7,-3.5644104,0.86210144
1,3,-0.31935665,-0.33699548
5,0,-1.5151597,-1.1463931
0,1,1.2947762,0.90077734
0,1,1.1015491,3.3710835
0,1,1.3745534,1.47831
0,1,1.4966961,2.9704282
2,8,-2.3951225,-0.17405201
0,1,2.633294,2.3956964
5,0,-2.2188883,-2.134964
0,1,1.2293068,3.090943
1,9,1.9880971,-2.5019083
7,6,2.6382163,-6.7858434
7,6,0.70796806,-3.0138261
7,6,-0.9805065,-2.7650163
0,1,3.2325938,1.8741999
0,1,1.6145018,2.8685524
9,0,-0.29155558,-2.8780804
1,3,-1.6535211,0.8773235
4,9,6.115303,3.089753
8,7,-1.0567374,0.6729846
7,6,-0.9110576,-0.8673487
3,6,-0.1127572,-4.3402205
9,7,-1.2258154,0.9775906
5,0,-1.8954912,1.2081474
6,5,0.7821119,4.082452
1,3,1.6102735,-0.855024
5,0,-0.25222784,0.2750005
0,1,3.1916702,0.29053977
3,7,-1.9826361,-0.64055115
3,7,-2.323363,-1.0510691
7,4,-0.32800293,-0.60254073
7,6,0.42909727,-2.0868273
9,7,-0.41294706,0.9266965
5,7,-0.37735233,-1.9777374
1,3,-0.6683011,-1.5262322
7,6,2.0232031,-6.0743303
0,1,2.747513,1.8713701
1,3,-0.12849015,-0.0037583362
5,0,-3.19242,-3.9519453
8,3,-0.56311387,-0.9491015
9,7,-2.506979,0.3652879
5,0,0.5693859,-1.1061565
5,0,-1.9885625,-2.5240693
5,0,-1.1494657,-1.3033082
9,7,-0.97650737,1.3401223
8,3,-0.8930571,-1.1279858
0,1,1.8685876,1.6031477
5,0,-1.4081063,1.5469317
9,9,3.2662482,-4.0488615
8,7,0.34849408,-0.65922236
8,7,-0.7976112,1.5125432
7,6,0.1396645,-3.872973
6,5,1.810392,2.4106002
8,7,-2.2050436,-0.8599332
0,1,2.8563857,1.4253454
9,7,-0.27114224,0.7189862
7,2,3.621113,-8.775134
1,9,1.9716661,-1.196795
0,1,2.928922,1.8288248
0,1,2.3579335,1.7684667
2,8,-0.38397133,0.83355874
2,3,-1.3698763,-1.4174739
4,9,3.9256384,-0.46196133
8,3,-0.62169355,-1.5736313
7,6,3.6707175,-4.373641
5,0,-0.32609707,1.4598261
0,1,2.7449276,2.4335308
9,7,-2.0118973,-0.2546812
9,7,-1.9475547,0.15869792
7,6,-1.8221976,-1.8273755
4,9,5.4133363,0.85967946
6,5,1.4511442,2.204902
4,9,5.076124,-0.72005576
2,4,-6.153268,1.6094601
6,5,1.1739901,3.2908187
5,0,1.029966,-3.0554686
3,7,-3.8626864,0.7432651
1,8,-2.3703413,2.7694342
2,4,-6.6728826,-0.0037358622
7,6,1.2642558,-4.6562223
6,5,2.2157292,2.223991
7,6,2.0569205,-5.00511
8,7,-2.4417207,-0.546321
8,3,0.4290605,0.49703142
9,7,-4.0315824,1.7443465
9,7,-1.9099874,-0.644108
7,6,0.35604492,-3.1061604
7,6,1.0919528,-4.2421875
5,4,-3.6920376,-2.0063007
3,7,-4.0092387,1.2083474
3,7,-2.2580075,1.9754338
6,5,1.8227469,2.6022534
1,3,0.5888164,-0.9243785
2,3,-2.2310705,0.067845024
5,0,-0.6168573,-2.0903013
7,6,-0.7175795,-3.1030352
1,8,-1.7942387,3.392645
1,3,0.0033893925,-0.28814563
0,1,0.55875236,1.5877333
2,4,-6.662815,0.646036
2,3,-1.9427532,0.5899433
6,5,1.1473383,4.571317
6,5,0.65863854,4.824799
2,7,-3.6132305,-0.025981443
1,3,-0.09167419,-0.12337922
0,1,1.315857,1.9744637
8,7,-1.0340403,-0.27999154
6,5,0.58036935,4.5033655
2,8,-3.3230631,1.0894319
2,8,-2.632417,1.4650382
2,4,-6.995306,-0.6974538
5,0,-0.99902636,0.8515735
7,6,2.0215712,-4.6483216
5,0,0.28567785,-0.3083369
3,7,-1.8413703,0.6084737
5,4,-2.5830553,-2.0747685
6,5,2.2787893,4.4521036
7,6,0.903965,-4.595219
9,7,-2.403722,1.0750408
3,7,-1.8207262,1.6411229
6,5,2.569669,3.5250206
9,7,-0.35584196,0.3998423
1,3,1.5667213,-0.32447493
8,6,0.30796286,-1.704556
9,7,-2.8030696,2.051876
6,5,1.2083741,4.3374453
3,7,-3.12194,-0.61780596
1,3,0.088677205,-0.6847405
5,7,-2.6837692,2.0864177
8,7,-0.85725176,0.7163311
3,6,-2.9964483,-5.567396
6,5,0.98467064,3.1532862
1,3,1.9161749,-3.0534456
4,9,5.1269045,1.413673
5,0,0.60367584,-1.5937368
5,0,-1.5150478,-1.4620757
5,0,-1.1803958,-1.2250329
8,3,-0.6100907,-1.3047289
1,3,1.0149128,0.41834188
1,3,-0.031976916,-0.94566137
4,9,5.898456,1.7097639
5,0,-0.59853375,-1.5176901
6,5,1.9181377,5.541871
3,7,-3.5474398,-1.8427616
4,9,3.4469573,0.35578135
8,3,-2.6667316,-2.430984
1,3,-0.3850033,-0.42829797
8,4,-2.8235083,-0.5600297
0,1,1.8642339,1.5884571
5,0,-1.289048,0.2314757
4,9,4.6188903,1.2300684
4,9,5.181104,2.0735023
8,3,-0.58779204,0.3700396
0,1,1.0087532,3.3250098
7,2,1.7432482,-8.3976
8,7,-0.9451281,-0.2516487
2,4,-6.35941,0.51813793
3,7,-4.005588,-0.7732139
6,5,1.1484755,5.110193
3,7,-3.6877992,0.029328972
1,3,-0.15333511,0.49084458
6,5,0.76045495,4.6490035
3,7,-2.8134928,-1.4463658
1,3,-0.6230732,-1.3828648
0,1,1.4834894,1.6638156
8,0,1.5112095,-1.707913
7,6,0.21971573,-2.3657763
1,3,2.0528526,-1.0870426
7,6,0.31000376,-3.301534
9,6,-0.43405586,-3.8601165
3,7,-1.6626471,1.8716935
7,6,3.6678321,-4.7648807
7,6,0.5924251,-3.9142723
8,0,-1.5253404,-1.9461377
5,0,-0.021830224,1.910842
3,7,-3.8526978,0.4079715
4,9,5.1854305,0.80355895
0,1,0.7952606,2.472753
7,6,1.9322778,-4.61683
5,0,-1.4683659,-0.99416596
9,7,-1.1086096,0.08870909
3,7,-4.83041,-0.7448172
8,3,-1.2200708,-1.3095517
5,0,-0.81574345,-0.8328207
2,8,-4.0061884,2.0037873
1,3,-0.19420871,-0.7823629
2,8,-3.011205,0.9138235
2,4,-6.12876,1.6015198
9,9,2.7005267,-3.5675325
7,6,-0.26596448,-1.0842746
1,3,0.60188776,-1.2894696
1,3,1.4272023,-0.9117335
0,1,1.2734582,2.2373235
1,3,0.55752844,-2.026348
8,4,-2.631273,0.43895298
5,4,-4.1438084,-1.6782523
5,0,-1.4124347,0.86954
5,0,-1.8963336,-1.7303388
6,5,1.868118,4.1385784
5,0,-0.18467407,1.2233982
3,7,-3.206325,-2.5778086
6,5,0.9160968,2.9272246
9,2,5.4079657,-4.913659
4,2,9.979782,-5.012205
1,3,0.18656929,-0.5138124
3,7,-3.9404445,-0.6120841
6,5,1.723955,3.811932
0,1,2.2510896,2.8804164
2,8,-2.7137594,2.1352365
3,7,0.16920741,-1.1462531
6,5,0.82876664,4.3143325
4,2,7.4104123,-1.5632381
4,0,1.3822798,-2.5603366
7,6,0.44313782,-2.5602133
2,4,-5.0591025,1.2978424
7,6,-1.0616632,-2.8642716
4,9,5.2159715,-0.12915559
4,9,4.6782403,-1.3306345
2,4,-4.8793726,1.6551609
6,5,0.8721071,4.466405
7,6,0.6293654,-3.2106767
1,3,-0.004559959,0.41451985
2,4,-4.991401,-0.49944296
8,0,-0.13330935,-1.3851702
4,9,3.2214055,0.73606914
2,8,-3.977533,1.076554
6,5,1.7160338,4.260452
9,7,-1.7028048,-0.7393989
8,5,0.63249314,0.78075045
8,7,0.015662238,-0.5504579
4,2,7.3743834,-2.6024837
0,1,2.5814414,0.6325741
8,3,-1.7009286,-1.5591111
4,9,4.317242,0.97325224
8,3,-0.30679104,0.0031149525
4,9,4.022656,0.9254295
9,7,-2.0060995,-0.28970227
4,9,5.004305,0.18781683
6,5,1.7623087,2.8547652
2,3,-1.3877996,-1.3808163
3,7,-1.2407286,-0.29095343
0,1,0.13751766,2.7594132
4,9,6.0523458,1.7489845
8,3,-0.19458479,0.8985094
2,8,-2.685847,-1.209954
3,7,-3.5560107,-2.1175997
6,5,2.103553,4.3028417
8,4,-2.652855,-0.9512281
5,0,-1.5622377,1.011661
8,7,-2.844709,2.1364512
9,7,-2.5851288,0.5769606
0,1,2.5893424,2.915245
0,1,1.0805838,1.5466044
3,7,-1.8431487,0.45503503
0,1,2.42256,1.4292127
4,9,3.6191504,-0.19161484
1,3,-0.34911683,0.06153785
7,6,2.4378345,-3.8032622
3,7,-2.0481079,1.0008905
2,7,-3.286684,1.1169151
0,1,1.0518234,1.9063303
6,5,1.4338231,2.9570215
4,9,4.4455748,0.46814314
1,9,3.262451,-2.987136
6,5,1.5061868,4.4780035
1,9,1.7848684,-2.0126255
4,9,4.740791,1.1680378
4,9,6.01992,-0.95989114
3,7,-4.1881523,0.6171646
7,6,-0.057822295,-1.2530105
9,0,1.6035153,-3.2276518
6,5,0.7052289,4.068524
4,9,4.5398536,-1.4157629
0,1,0.77643377,2.2951808
9,7,-2.4691331,1.4880375
2,4,-5.449639,1.96469
1,9,1.9507068,-1.2341013
7,6,1.0207982,-3.3693776
1,3,-0.27479297,-0.35587886
3,7,-3.4664876,-0.48885646
9,7,-1.028061,0.9555289
4,9,4.3307953,-0.24219725
2,8,-1.0729702,0.8426033
4,9,5.549361,0.6261197
4,9,4.712763,0.51727927
4,9,4.124009,-0.4375857
1,8,-1.5851877,3.9004383
9,0,-2.1467593,-1.9725065
2,4,-5.16912,0.53604543
8,3,-0.92626405,-2.2523906
9,7,-3.1713426,2.7934077
6,5,1.0223294,4.9914575
4,9,4.0786324,-1.5792489
0,1,0.92932725,2.051557
7,6,-0.95052236,-3.3724015
3,7,-3.313733,-1.5101477
5,0,-2.1148062,-2.0348716
0,1,1.1449778,3.7266903
0,1,2.1301749,1.6672907
4,9,3.6633062,0.8795368
8,9,1.8960586,-0.1180008
6,5,1.3719665,3.3009746
4,9,5.5127883,0.6280963
3,7,-2.1864228,-1.6435841
0,1,1.8172064,2.682896
7,2,3.2443383,-5.429458
6,5,1.4382616,4.1972528
6,5,0.9728776,3.9643304
2,3,2.069246,-1.1463028
9,7,-2.2277617,-1.0541378
2,3,-3.8064399,0.07044332
0,1,-0.661513,3.6369426
7,6,-0.46580455,-3.783308
1,3,-0.034956597,-0.99899477
7,4,-3.8204982,-3.1411698
2,4,-3.682297,2.5683541
2,9,3.103793,-2.7994368
2,3,-3.8117254,0.66656876
0,9,3.9041162,0.5150132
1,3,0.90992093,-0.93715966
7,2,2.2580597,-6.1600485
1,3,-0.0952801,-0.8795296
1,3,-0.3308131,-1.0629348
2,8,-1.4685551,-0.19234374
3,7,-4.0782022,0.49334946
8,3,-0.81177443,-1.4510425
8,3,-1.6000682,-1.0182117
3,7,-2.5592422,-2.751216
0,1,1.9151378,0.71318084
9,9,4.085579,-2.7308385
8,3,-1.0314246,-0.80130786
9,7,0.10269643,-0.79238546
4,9,3.6639445,0.21013153
9,7,1.0757557,0.38080025
3,7,-2.5191243,0.12290861
7,6,0.9089997,-4.533716
9,7,0.74970293,-0.17250995
9,7,1.267323,-0.15957041
1,3,-0.33090085,-0.7182036
6,5,0.34338903,5.544986
4,9,6.731044,1.3494949
7,6,0.77236545,-3.7481441
1,3,0.69776046,0.90873384
8,7,-1.1263975,-0.1490439
5,0,0.34361616,-1.3043585
2,7,-4.1181493,-0.27459875
5,0,0.47658396,-0.26849094
5,0,-1.8138518,-2.4577432
0,1,0.06753178,3.1194656
6,5,2.0078695,2.7033818
6,5,1.8726759,3.8465304
5,0,-1.9304621,-0.62337875
9,7,-0.23378079,1.1724225
8,3,-3.005656,-0.55962986
1,3,1.088943,-0.31248108
8,3,-0.02155801,-0.7096267
6,5,2.2153904,3.461008
9,7,1.003648,-0.5150023
2,8,-3.6960204,-0.8464065
0,1,1.1580056,3.2890918
5,0,-1.7816564,-1.6950221
1,3,-0.02737996,-0.92779195
2,3,-2.793875,-0.30024448
2,8,-2.9319904,3.1020136
1,9,1.8431075,-2.0863824
9,7,-0.97227335,0.66804993
5,4,-2.902929,-1.8839731
1,9,1.2796246,-1.3932312
9,9,2.8803008,-2.034587
6,5,1.2579613,4.056418
7,6,-0.26345888,-3.6720362
1,3,-0.65658295,0.03443652
1,3,-0.58974284,-1.5926318
5,0,-0.9364083,-2.6154752
7,6,0.7944481,-4.562393
8,7,-1.3089392,0.5175294
4,9,4.6837587,1.5863854
7,6,-1.0778946,-4.308252
2,4,-5.823326,0.19757786
6,5,1.7994204,4.409743
7,6,0.2529691,-4.6094203
5,0,1.5681071,0.43848136
3,7,-4.2224436,1.2383022
9,7,-2.6628501,-0.42723772
9,7,-0.53782016,0.77727634
2,4,-4.9587784,0.594025
9,7,-1.1230974,1.5567261
7,6,1.8974978,-3.3900926
8,3,-2.4517796,-2.428607
8,3,0.09172811,-2.1511714
9,7,-1.7151078,-0.8057979
3,7,-2.767031,-0.20877956
1,3,1.2001377,-0.61963445
3,7,-3.9085262,-0.11987349
5,0,-1.4923549,-3.1094918
0,1,1.3336891,4.1041007
7,2,5.5580535,-7.931193
7,9,4.4375153,-5.145371
7,6,5.1135163,-4.1428566
1,3,-0.57930243,-1.0764192
6,5,1.2943889,3.44045
4,9,3.5144415,1.7541343
7,2,4.506499,-8.143824
6,5,2.0799963,2.2636817
5,0,-2.6326697,-1.9443791
4,2,6.0723605,-3.1091175
1,3,0.6475108,-0.7610479
9,0,-1.9384044,-3.3136353
4,9,3.111714,0.23666395
3,7,-3.3844872,-0.32072416
0,1,1.0829986,1.5468243
1,9,2.0489438,-2.4787374
6,3,1.7841766,1.4289445
7,6,1.6812445,-0.391142
2,4,-4.1063714,3.1290221
3,7,-3.7718692,-1.5733238
8,7,-0.007805089,0.3236904
2,3,-2.0065987,0.87261695
8,0,-0.7090251,0.14443879
1,8,-2.4573998,2.8688333
2,8,-2.411369,1.3135909
9,7,-1.7733556,0.24116755
6,5,1.4399444,2.2799664
9,7,-0.784759,1.1822071
8,0,1.2818959,0.2811563
4,9,5.630807,1.2975459
3,7,-0.94233745,1.3874878
2,8,-3.504429,0.75686115
7,6,-1.4833823,-3.4801536
5,0,-0.035240512,1.9037673
3,7,-3.3211381,1.1252972
3,3,-3.2534478,-2.743414
1,3,0.13931186,-1.0665599
3,7,-2.7791202,-2.3572378
8,7,-1.372876,0.32305032
8,7,-0.45828992,-0.906041
9,7,-3.4816432,0.38517073
6,5,0.2819924,4.295823
0,1,1.300183,3.1389043
3,7,0.12620749,1.7845961
7,0,1.4331456,-3.1077588
8,3,-0.54146117,-1.9524705
3,7,-3.3285959,0.93652064
7,6,0.21884897,-0.9470897
3,7,-5.3533773,0.21556385
4,9,4.144341,1.5686626
8,7,0.60445136,-2.2814162
6,5,0.63557494,4.1948757
6,5,0.075125195,3.988903
0,1,1.8864323,2.476987
4,9,4.085784,0.5906997
9,7,-0.8825502,-1.090449
9,7,-1.233054,-0.30476794
8,3,-0.5013029,0.58506083
1,3,0.7587664,-1.8149629
2,8,-4.0397787,1.5267395
8,0,-1.4971031,-1.7491359
7,6,-0.8506274,-2.4277682
0,1,0.6524252,1.7607863
7,6,0.279692,-2.8858256
6,5,1.1053599,5.091527
8,7,0.3984921,-0.87656355
3,3,-1.131649,-2.5026965
3,6,-1.3979776,-4.1849284
3,4,-4.7320933,-1.824879
4,9,4.532676,0.3119905
3,7,-1.5893832,0.86449397
9,0,-0.121678844,-1.9102188
2,7,-3.7288134,0.43636042
4,9,6.0673537,-1.1214831
9,7,-1.9603577,1.5512896
8,7,-3.952268,0.2752781
6,5,0.04643987,6.4216523
5,0,-0.12342491,0.5163079
1,3,1.1037861,-0.5824275
5,0,-1.5849595,-3.423087
6,5,1.6934403,4.1342316
3,3,-3.5503263,-3.9353056
9,6,0.701284,-3.852649
1,9,4.01285,-2.7362814
2,3,0.5709636,-1.2064557
3,7,-3.2125566,-0.29612154
1,3,-0.14058897,-1.158184
7,6,1.4149415,-1.9539355
6,5,1.8260787,3.3479407
5,0,-1.0338136,-3.2457
4,9,4.2106156,3.0644548
9,7,0.10430155,-0.25495315
9,7,0.78476024,-1.2220484
1,9,1.7520083,-1.0489889
2,4,-6.5983105,0.5192178
0,1,1.2357926,1.3805794
8,3,-0.41695845,-1.1680955
3,7,-0.9399726,1.1926615
1,3,0.7595499,-3.216273
1,3,1.4444692,-3.5186229
1,3,0.3556325,-0.7095806
5,0,-1.8666143,-0.4952521
9,9,4.066801,-4.976498
1,3,-1.0120287,-1.3812044
7,6,-0.60596305,-2.2994823
4,9,4.1868916,0.8345684
7,6,2.0251281,-1.046406
7,6,3.2474039,-4.3903995
8,7,-0.7525438,-0.14735043
5,0,-1.7679996,-1.178441
6,5,1.7300414,2.8182569
8,3,1.8050374,-0.6696078
1,3,-0.59542626,-0.5859882
8,7,-1.8972592,-0.060191758
5,0,-2.9016802,-3.608394
0,1,0.90238386,2.1825469
4,9,6.971857,-1.2738162
8,3,0.371569,-1.4926796
4,9,5.5500903,2.1038961
4,9,6.1443114,1.5809233
6,5,1.2353446,4.419601
3,7,-0.98277014,-2.99978
1,3,0.10228983,-0.5451555
1,3,1.3546758,-1.2262034
6,5,1.1165026,4.3844233
7,6,-0.8491762,-4.294728
9,7,0.52443653,-1.0772735
7,6,-0.03266421,-2.8594983
5,0,-1.4454507,-0.7594202
8,7,-0.96024215,0.074358396
3,7,-3.218107,-1.564339
9,7,-0.25907367,-0.8479382
7,6,1.5197405,-5.4425654
5,0,-2.9231846,-2.119888
7,6,1.8837686,-4.811432
3,3,-2.3909333,-2.5489388
5,4,-4.3972864,-2.5599651
9,7,0.9943644,-2.2437036
9,7,-1.6999505,2.1984866
0,1,1.0968851,0.48758954
0,1,2.2783515,3.0818987
4,9,3.9424605,-0.13529216
1,3,0.27792987,-0.43273467
9,7,-1.8250631,-0.24047679
9,7,-2.6180573,2.0481498
6,5,0.5291781,3.9728544
0,1,3.1645367,0.49940726
2,7,-1.225038,-0.5343674
2,3,-3.280127,-0.32299545
4,2,6.7500286,-2.6238954
5,0,-0.44419968,0.51590717
2,3,-2.5774276,-0.583146
4,9,5.3726325,-0.07079708
5,0,1.4289479,-2.7955718
4,6,3.1628315,-0.66598433
1,3,-0.03067134,-2.1214523
9,9,3.9044645,-3.6444755
4,9,3.7805214,0.22084813
5,0,-1.2555778,-1.5608064
4,9,3.8661146,-0.16757673
2,3,-2.778297,-0.21854386
9,7,-3.0886505,0.439883
4,9,4.2789717,0.66841054
6,5,1.0121274,5.7998176
3,7,-2.374424,-1.4912905
9,7,-0.6362283,1.2153851
0,1,3.2958462,0.39247978
8,3,-2.4497638,-2.3599355
2,4,-5.0318437,-0.41951108
3,7,-3.4673963,0.46168548
4,9,4.6353617,0.5529663
5,0,-1.303897,0.39905664
3,4,-4.122342,-4.3799953
9,0,0.631638,-3.4673944
0,1,1.9654547,2.2632668
0,1,1.6319793,2.4669964
5,0,-3.0444472,-3.0003083
0,1,1.1970184,2.2411587
6,5,0.8940534,3.3796325
8,0,-2.5637777,-1.8101641
1,3,0.035607267,-1.324952
0,1,2.1830494,1.0750725
8,7,-1.3429642,0.8112837
8,3,-0.16521335,0.597094
6,5,0.93183607,4.3703866
1,3,1.1245526,-0.41439024
7,6,2.4628782,-5.010431
3,7,-0.10795975,-4.094441
0,1,1.6474442,3.3702886
7,6,-0.11503721,-3.515519
8,3,-1.9384177,-1.6949506
9,7,-0.8499129,-1.2042041
5,0,0.24821956,-1.146738
7,6,-0.4306867,-2.3711274
5,4,-3.3123572,-2.063854
0,1,1.4786012,2.6974356
3,7,-3.6349401,0.8367008
0,1,2.2341278,1.1246364
3,7,-2.7478983,1.5424157
3,7,-2.9485095,1.0420755
3,7,-4.192027,0.12900418
5,0,1.9530387,0.5193987
7,6,-1.0751637,-4.383195
6,5,1.0217829,1.8383777
0,1,1.2221764,2.2547672
5,0,-0.31658086,-1.0941299
6,5,1.3013314,3.9311552
4,9,3.798069,0.020885166
4,9,6.7004385,1.6433064
4,9,5.7783365,2.8873155
0,1,2.1286342,0.026951337
1,9,1.8740133,-0.5580526
5,0,2.3623178,0.09022913
3,7,-2.2297337,-3.7987404
0,1,0.7206534,2.5171227
4,9,4.105302,-0.15895134
5,0,0.85187334,-1.1132448
4,9,5.4241424,2.861875
3,7,-2.82511,-0.34402987
3,7,-3.0660229,-0.8984727
7,6,0.42916402,-3.3734164
5,0,-2.2364554,-1.2181642
9,7,-0.24265641,0.7048642
2,8,-5.0555644,-0.06897063
0,1,1.4908842,1.5742934
3,7,-1.5302509,-1.4159273
9,7,-1.1158777,1.1103997
0,1,0.35515353,2.3184793
2,3,0.6828451,-0.55302304
5,4,-4.4456325,-2.2452142
1,8,-1.5365137,2.129666
8,7,0.23588163,-1.0790082
1,3,-0.4844087,-0.55998236
2,8,-1.6538028,1.7469043
0,1,1.37126,2.55695
0,1,1.9634719,2.2742376
5,0,0.10442688,-2.6395764
8,0,1.6749654,-0.8000988
5,0,-0.43475798,-1.1862327
9,7,-0.6363914,-1.3359866
2,8,-3.1893325,1.0569278
4,9,4.989009,0.65107864
5,0,-0.5426887,0.49284604
4,9,5.105261,0.28906155
1,9,3.4781053,-2.9751031
7,2,5.288168,-6.2450643
4,9,4.6638174,1.5475091
5,0,-0.98204505,-1.1490066
5,0,0.08700695,-1.462157
2,8,-4.2402306,1.1085604
6,5,0.63664824,4.1318016
0,1,1.1997806,1.9953758
2,8,-1.8463751,-0.4168629
9,0,1.4453305,-3.6015267
5,4,-1.9207876,-1.0091621
8,3,-0.11676016,-0.15235555
9,7,-1.5667845,2.2021084
9,7,-2.217605,-0.60691196
7,6,1.5297062,-5.6474237
7,6,1.5789626,-6.01353
2,3,-4.155683,0.36810255
2,8,-3.6651158,1.1812862
1,9,2.1759057,-0.45883727
9,7,-0.711709,0.057461508
1,9,2.8476632,-0.73959893
2,4,-6.602602,0.632411
0,1,1.3532473,2.408648
4,9,4.965606,1.0679231
5,0,-1.3586875,-2.5065403
6,5,0.9852373,4.2190313
8,3,-0.8195144,1.2103894
8,7,-1.054304,-0.5887453
6,5,1.6097068,3.2606945
4,9,3.5631251,-0.06035792
6,5,1.223798,3.5447178
1,3,0.6129867,-0.9459352
3,7,-2.6017141,-0.26577276
1,8,-2.4592805,3.0734363
0,1,2.057434,3.5927358
7,6,-0.70121276,-3.2447927
0,1,2.1843219,0.9038794
5,0,0.33156338,-0.3654759
8,3,-0.5282133,-0.78453547
4,9,4.825093,0.37507483
0,1,0.5724123,1.8177629
2,9,3.1521757,-1.7848204
1,3,0.0200406,-1.9977584
9,7,-0.17654116,0.48514023
8,3,-0.3142501,-0.93864584
3,7,-3.5140495,0.617877
9,7,-1.7333562,1.17352
3,4,-3.4492378,-0.22309692
2,3,-2.632299,-1.1848181
8,0,0.71401036,-1.7454273
9,7,-1.5676575,-0.10473863
9,7,-1.065134,0.5148067
7,6,1.4858994,-3.196817
3,7,-3.923955,-0.11828945
5,7,-3.2984512,1.4120861
9,7,-1.4515201,0.59085923
8,7,-0.7236535,0.46774918
8,7,-1.7101774,-0.7106698
6,5,0.9580497,3.0339892
9,7,-1.8927892,-0.29457408
3,7,-2.0209124,-1.1125078
3,7,-2.427744,-0.1995044
1,8,-2.5454879,3.4321635
7,6,0.5904477,-1.5039084
9,7,-0.6525315,1.1327275
9,7,1.0927378,0.10803835
9,7,-0.020633753,2.2057948
6,5,1.4084483,4.177152
7,6,-0.18105683,-2.486768
7,6,1.3246065,-1.4910796
5,0,1.9283259,0.63872087
3,7,-3.2919083,-1.0538912
2,4,-4.338313,1.2198008
1,8,-2.5582156,3.8719234
4,9,6.34275,0.39927748
4,9,6.6910224,1.2483538
3,7,-3.3379424,-0.23131704
4,2,7.368367,-3.1490128
9,9,3.6118422,-2.843897
8,3,0.3006922,-0.18665057
0,1,1.3301197,2.2245893
0,1,2.4630144,1.6015862
7,6,0.5658934,-3.8146565
0,1,2.4825742,0.18284528
8,7,-1.8596457,1.6783388
8,3,0.22626098,-1.7873185
1,3,-0.36589044,0.40059978
4,9,4.752613,-0.241325
7,6,2.8325305,-4.300591
3,7,-3.7273586,0.070151925
3,7,-3.0199296,0.8685306
6,5,1.0852671,4.2502546
2,4,-5.0815163,2.1935818
0,1,1.6380237,2.8674617
6,5,1.2574683,3.942072
9,7,-0.9196089,-1.5368779
4,9,4.7269607,0.30877084
0,1,2.6368668,1.6655929
4,9,3.3374197,0.67311263
3,7,-1.8351554,0.3565882
4,9,5.0309725,2.8761656
5,4,-3.5574484,-1.1306316
5,0,-0.52572083,1.154321
7,6,0.52380884,-2.5898654
9,7,-2.474968,0.23683362
0,1,1.7791196,2.3256233
4,9,4.544805,0.34109896
8,7,-2.598705,0.9579326
8,7,-1.1338809,-2.8008895
1,3,-0.6144518,-0.30124408
0,1,1.7795745,2.656044
4,9,6.4573016,1.3545327
6,5,1.1643641,3.6580665
0,1,2.1368632,1.5998805
7,6,3.0236266,-3.4484766
4,9,3.126429,1.1576138
0,1,1.5098348,1.0117866
0,1,0.7269263,1.7459078
0,1,2.612592,2.5828295
8,3,-1.2213862,-0.51250464
0,1,1.2456596,0.23254827
7,6,0.4346152,-2.549534
5,0,1.5637585,-2.0335248
7,2,7.0316386,-9.858287
9,2,5.309533,-4.409207
2,4,-5.264782,0.9203956
9,7,-0.7607371,-0.40025154
0,1,1.4204413,2.5381472
9,7,-0.476434,0.7376492
4,9,4.201855,-0.22516474
5,0,1.3527787,-1.7472546
0,1,2.4504962,0.91322964
3,7,-2.1621602,2.6920526
7,6,1.5961463,-3.8463476
6,5,1.6326572,3.6557677
8,0,0.050241485,-2.292993
2,3,-1.5581279,1.2265518
1,9,2.9429653,-2.520725
6,5,1.2660074,4.159761
7,2,6.8608513,-6.702835
6,5,2.2540033,3.3101616
3,7,0.47470322,1.6394877
6,5,1.2587594,2.4033773
5,0,-1.3213817,-1.0246452
8,3,0.04977614,0.5787484
2,8,-4.404634,1.4879925
5,0,-2.5496485,-1.307855
7,6,-0.30014777,-3.2984009
4,9,5.3171077,1.6204957
0,1,2.718747,0.8880981
2,8,-3.0897636,1.5573777
8,0,0.8953126,-1.6521287
9,7,-1.4559325,3.3590803
4,9,4.296957,0.20473856
2,3,-2.3679066,0.28188
4,9,3.9079404,-0.05066207
1,3,0.7756322,-1.9793233
8,0,-0.18540557,-1.2133986
2,8,-2.325828,1.8427036
3,7,-3.111961,-0.730573
2,4,-4.5850296,0.9948581
7,6,-0.2342272,-2.8604622
4,9,5.003934,0.09373405
1,3,-0.54704934,-1.6927934
4,3,2.1560285,-0.23978151
9,7,-1.0763128,0.4946828
6,5,1.1227655,4.447346
3,7,-2.0882602,-1.3336247
8,0,-3.2808557,-3.1501086
6,5,0.36260322,6.673451
6,5,1.0493993,4.4071503
4,9,3.7839794,0.25378796
9,7,-1.9646199,0.40164712
1,3,-0.15587242,-1.4307439
5,0,-2.3964524,-3.6501126
1,3,0.18008085,-1.1387513
7,6,-1.2503232,-3.7500007
7,6,1.8045006,-2.4574385
6,5,1.9578918,3.7568562
8,3,0.0041828873,-0.2695276
7,6,0.46484601,-2.858354
3,7,-3.4248679,0.52907306
4,9,4.9414907,0.18268634
1,9,2.1858933,-1.0273966
0,1,0.747017,2.7694125
0,1,1.5308793,1.7219377
7,6,-0.22187138,-2.6225274
5,0,-0.51334846,0.6028601
1,3,-0.30770695,-1.6201682
6,5,1.1788596,4.4811964
4,9,5.5872626,1.0887783
